time_s,tau_control_x,tau_control_y,tau_control_z,tau_aero_x,tau_aero_y,tau_aero_z,tau_total_x,tau_total_y,tau_total_z
231,-6.16756341246377e-05,-6.201868628012e-05,6.20885182540876e-05,-3.44849930039079e-07,4.53374234931827e-08,-1.4517492206969e-07,-6.20204840546768e-05,-6.19733488566268e-05,6.19433433320179e-05
232,-6.0881481729246e-05,-6.12264580128171e-05,6.12963577506893e-05,-3.45656876118288e-07,4.67638925781181e-08,-1.46394883455752e-07,-6.12271386053642e-05,-6.1179694120239e-05,6.11499628672335e-05
233,-6.00938705994996e-05,-6.04408035560628e-05,6.05107646765325e-05,-3.46423985479691e-07,4.81806281482144e-08,-1.47595076926477e-07,-6.04402945849793e-05,-6.03926229279146e-05,6.0363169599606e-05
234,-5.93128405920867e-05,-5.96617599230739e-05,5.9731775915913e-05,-3.47152657047339e-07,4.95870163051176e-08,-1.48775559524311e-07,-5.9659993249134e-05,-5.96121729067688e-05,5.95830003563887e-05
235,-5.85384257990702e-05,-5.88893584549534e-05,5.895942271589e-05,-3.47844277217526e-07,5.0982517505386e-08,-1.49936433685721e-07,-5.88862700762877e-05,-5.88383759374481e-05,5.88094862822043e-05
236,-5.77706577060441e-05,-5.81236279811056e-05,5.81937338312026e-05,-3.48500218224066e-07,5.23666615176109e-08,-1.5107784333437e-07,-5.81191579242681e-05,-5.8071261319588e-05,5.80426559878683e-05
237,-5.70095653082419e-05,-5.73645949375092e-05,5.74347356407455e-05,-3.49121830396355e-07,5.37390418914444e-08,-1.52199967613154e-07,-5.73586871386382e-05,-5.73108558956177e-05,5.72825356731323e-05
238,-5.62551751105365e-05,-5.66122833667175e-05,5.6682452147569e-05,-3.49710438803861e-07,5.50993111265595e-08,-1.53303016545005e-07,-5.66048855493403e-05,-5.65571840555909e-05,5.6529149131024e-05
239,-5.55075111274402e-05,-5.58667149178584e-05,5.59369049788793e-05,-3.50267339898998e-07,5.6447175969849e-08,-1.5438722677865e-07,-5.58577784673392e-05,-5.58102677418886e-05,5.57825177521006e-05
240,-5.4766594883105e-05,-5.51279088466343e-05,5.51981133860381e-05,-3.50793798806801e-07,5.77823929521367e-08,-1.55452857709645e-07,-5.51173886819118e-05,-5.50701264536822e-05,5.50426605283285e-05
241,-5.40324454113221e-05,-5.43958820153222e-05,5.44660942445631e-05,-3.5129104718411e-07,5.91047641707985e-08,-1.56500187955178e-07,-5.43837364585063e-05,-5.43367772511514e-05,5.43095940566079e-05
242,-5.33050792555224e-05,-5.36706488927734e-05,5.37408620541275e-05,-3.5176028231663e-07,6.04141334448208e-08,-1.57529512489803e-07,-5.3656839537839e-05,-5.36102347593286e-05,5.35833325416377e-05
243,-5.25845104687759e-05,-5.2952221554414e-05,5.30224289385602e-05,-3.52202662996634e-07,6.17103821039653e-08,-1.5854113846411e-07,-5.29367131317725e-05,-5.289051117231e-05,5.28638878000961e-05
244,-5.18707506137925e-05,-5.22406096822445e-05,5.23108046458458e-05,-3.52619313105074e-07,6.2993426244303e-08,-1.59535384569123e-07,-5.22233699268975e-05,-5.21776162560002e-05,5.21512692612767e-05
245,-5.11638087694663e-05,-5.15358205710985e-05,5.16059965542138e-05,-3.5301131821295e-07,6.42632130075167e-08,-1.60512577422955e-07,-5.15168200876793e-05,-5.1471557358091e-05,5.14454839767909e-05
246,-5.04636913064398e-05,-5.08378588721733e-05,5.09080093911197e-05,-3.53379726211013e-07,6.55197180140343e-08,-1.61473050069467e-07,-5.08170710326508e-05,-5.07723391541592e-05,5.07465363410502e-05
247,-4.9770399281497e-05,-5.01467240112291e-05,5.02168426549316e-05,-3.53725547324442e-07,6.67629425057854e-08,-1.62417140078331e-07,-5.01241248288215e-05,-5.00799610687233e-05,5.00544255148533e-05
248,-4.90839310289003e-05,-4.94624127809308e-05,4.95324932255807e-05,-3.54049754284467e-07,6.79929103999343e-08,-1.63345187638057e-07,-4.94379807831848e-05,-4.93944198705309e-05,4.93691480379426e-05
249,-4.84042832658593e-05,-4.87849204258814e-05,4.88549564415496e-05,-3.54353283540112e-07,6.92096661298763e-08,-1.64257534520575e-07,-4.87586365493995e-05,-4.87157107597516e-05,4.8690698907029e-05
250,-4.77314510925308e-05,-4.81142406426221e-05,4.81842260998724e-05,-3.54637032884642e-07,7.04132718914482e-08,-1.65154521454189e-07,-4.80860881254154e-05,-4.80438273707307e-05,4.80190715784182e-05
251,-4.70654279920188e-05,-4.74503655796322e-05,4.75202944561347e-05,-3.54901866616761e-07,7.16038064790867e-08,-1.66036489068084e-07,-4.74203298586355e-05,-4.73787617731531e-05,4.73542579670667e-05
252,-4.64062058303746e-05,-4.67932858373292e-05,4.68631522244738e-05,-3.55148613386632e-07,7.27813628833273e-08,-1.66903775572662e-07,-4.67613544437612e-05,-4.67205044744458e-05,4.66962484489011e-05
253,-4.57537748565967e-05,-4.61429904680687e-05,4.62127885775781e-05,-3.55378067818805e-07,7.39460467441466e-08,-1.67756716269416e-07,-4.61091529244155e-05,-4.60690444213245e-05,4.60450318613087e-05
254,-4.51081237026309e-05,-4.54994669761445e-05,4.55691911466878e-05,-3.55590991458807e-07,7.50979748114265e-08,-1.68595642840102e-07,-4.54637146940897e-05,-4.54243690013331e-05,4.54005955038477e-05
255,-4.44692393833701e-05,-4.48627013177886e-05,4.49323460215945e-05,-3.55788113757459e-07,7.62372735394519e-08,-1.69420882737841e-07,-4.48250274971276e-05,-4.47864640442492e-05,4.47629251388567e-05
256,-4.38371072966547e-05,-4.42326779011713e-05,4.43022377506414e-05,-3.55970133837446e-07,7.73640779670611e-08,-1.70232759029413e-07,-4.41930774304921e-05,-4.41553138232042e-05,4.4132004991612e-05
257,-4.32117112232719e-05,-4.36093795864007e-05,4.3678849340723e-05,-3.56137718534701e-07,7.84785299168895e-08,-1.71031588541878e-07,-4.35678489418066e-05,-4.35309010564838e-05,4.35078177521811e-05
258,-4.25930333435045e-05,-4.29927877009152e-05,4.30621622723454e-05,-3.5629150793632e-07,7.95807779009473e-08,-1.718176836456e-07,-4.29493248514408e-05,-4.29132069230143e-05,4.28903445886998e-05
259,-4.19810539155486e-05,-4.23828816697142e-05,4.24521561118571e-05,-3.56432113458046e-07,8.06709759158679e-08,-1.72591350810241e-07,-4.23374860290066e-05,-4.23022106937983e-05,4.22795647610468e-05
260,-4.13757493141738e-05,-4.17796370783332e-05,4.18488065751901e-05,-3.56560119597721e-07,8.17492822930345e-08,-1.73352890422664e-07,-4.17323094337715e-05,-4.16978877960402e-05,4.16754536847674e-05
261,-4.07770943126094e-05,-4.1183027967959e-05,4.12520878374909e-05,-3.56676084962291e-07,8.28158588527403e-08,-1.74102596565373e-07,-4.11337703975717e-05,-4.11002121091063e-05,4.10779852409255e-05
262,-4.018506275066e-05,-4.05930274893616e-05,4.06619731849455e-05,-3.56780543295484e-07,8.38708703529016e-08,-1.74840756991545e-07,-4.05418432939555e-05,-4.05091566190087e-05,4.0487132427954e-05
263,-3.95996275347057e-05,-4.0009607902894e-05,4.00784350147797e-05,-3.56874004467893e-07,8.49144838471038e-08,-1.75567653027097e-07,-3.99565015391736e-05,-3.99246934190469e-05,3.99028673617526e-05
264,-3.90207606377023e-05,-3.94327405784928e-05,3.95014448352587e-05,-3.56956956209178e-07,8.59468682871634e-08,-1.76283559883119e-07,-3.93777175939115e-05,-3.93467937102056e-05,3.93251612753756e-05
265,-3.8448433099181e-05,-3.88623959956777e-05,3.89309732656876e-05,-3.57029862032653e-07,8.69681932912818e-08,-1.76988745142843e-07,-3.88054629612137e-05,-3.87754278023864e-05,3.87539845205447e-05
266,-3.78826150252486e-05,-3.82985437435517e-05,3.83669900364109e-05,-3.5709316668986e-07,8.79786297443272e-08,-1.77683470980022e-07,-3.82397081919384e-05,-3.82105651138074e-05,3.81893065654309e-05
267,-3.73232755885872e-05,-3.77411525208011e-05,3.7809463988813e-05,-3.57147294046622e-07,8.89783486731974e-08,-1.78367992701189e-07,-3.76804228826338e-05,-3.76521741721279e-05,3.76310959961118e-05
268,-3.67703830284546e-05,-3.71901901356956e-05,3.72583630753175e-05,-3.57192648702277e-07,8.99675210500508e-08,-1.79042559154223e-07,-3.71275756771569e-05,-3.71002226146455e-05,3.70793205161633e-05
269,-3.62239046506843e-05,-3.66456235060879e-05,3.67136543593881e-05,-3.57229616828105e-07,9.09463174600438e-08,-1.79707412786316e-07,-3.65811342675124e-05,-3.65546771886279e-05,3.65339469466018e-05
270,-3.56838068276848e-05,-3.61074186594141e-05,3.61753040155279e-05,-3.572585669761e-07,9.19149078055427e-08,-1.8036278971637e-07,-3.60410653946609e-05,-3.60155037516086e-05,3.59949412258115e-05
271,-3.51500549984406e-05,-3.55755407326937e-05,3.56432773292795e-05,-3.57279851616702e-07,9.28734612372778e-08,-1.81008920201681e-07,-3.55073348500573e-05,-3.54826672714565e-05,3.54622684090778e-05
272,-3.46226137412417e-05,-3.50499540254439e-05,3.51175387455307e-05,-3.57293804824728e-07,9.38221453969436e-08,-1.81646027361644e-07,-3.49799075460664e-05,-3.49561318800469e-05,3.49358927181691e-05
273,-3.41014452175233e-05,-3.45306204061013e-05,3.459805025883e-05,-3.57300747570385e-07,9.47611272594044e-08,-1.82274329502899e-07,-3.44587459650937e-05,-3.44358592788419e-05,3.44157759293271e-05
274,-3.35865098096798e-05,-3.40174999948593e-05,3.40847721103775e-05,-3.57300985414815e-07,9.56905717154082e-08,-1.82894038406321e-07,-3.39438107950946e-05,-3.39218094231439e-05,3.39018780719712e-05
275,-3.30777674752274e-05,-3.35105525130081e-05,3.35776641421621e-05,-3.57294809888788e-07,9.66106420457517e-08,-1.83505360102692e-07,-3.34350622851162e-05,-3.34139418709624e-05,3.33941587820595e-05
276,-3.25751777564722e-05,-3.30097372923547e-05,3.30766858063632e-05,-3.57282499121294e-07,9.75214997861055e-08,-1.84108494992118e-07,-3.29324602555935e-05,-3.29122157925686e-05,3.28925773113711e-05
277,-3.20786997805104e-05,-3.25150132752233e-05,3.25817961653503e-05,-3.5726431844669e-07,9.84233046054746e-08,-1.84703637965382e-07,-3.24359640989571e-05,-3.24165899706178e-05,3.23970925273849e-05
278,-3.15882922592277e-05,-3.20263390144553e-05,3.20929538916835e-05,-3.57240520984028e-07,9.93162142005742e-08,-1.85290978526641e-07,-3.19455327802117e-05,-3.19270228002547e-05,3.19076629131568e-05
279,-3.11039134892999e-05,-3.1543672673409e-05,3.16101172681131e-05,-3.5721134895559e-07,1.00200384415772e-07,-1.85870701312896e-07,-3.14611248382555e-05,-3.14434722889933e-05,3.14242465668002e-05
280,-3.06255213521927e-05,-3.10669720259603e-05,3.11332441875799e-05,-3.57177031159214e-07,1.0107596832414e-07,-1.86442984638803e-07,-3.09826983833519e-05,-3.09658960576361e-05,3.09468012029411e-05
281,-3.01530733141616e-05,-3.05961944565015e-05,3.06622921532151e-05,-3.5713778806531e-07,1.01943117422257e-07,-1.87008002992215e-07,-3.05102111022269e-05,-3.04942513390793e-05,3.04752841502229e-05
282,-2.9686526426252e-05,-3.01312969599427e-05,3.01972182783403e-05,-3.57093829241492e-07,1.02801980737273e-07,-1.87565925580429e-07,-3.00436202554935e-05,-3.00284949792054e-05,3.00096523527598e-05
283,-2.92258373242992e-05,-2.96722361417107e-05,2.97379792864672e-05,-3.57045354584795e-07,1.03652704992165e-07,-1.88116916851108e-07,-2.9582882678884e-05,-2.95685834367185e-05,2.9549862369616e-05
284,-2.87709622289282e-05,-2.92189682177495e-05,2.92845315112981e-05,-3.56992554761473e-07,1.04495434568699e-07,-1.88661136614174e-07,-2.91279547836896e-05,-2.91144727831808e-05,2.9095870374684e-05
285,-2.8321856945554e-05,-2.87714490145202e-05,2.88368308967258e-05,-3.56935611634235e-07,1.05330311480181e-07,-1.89198740166065e-07,-2.86787925571883e-05,-2.866611870304e-05,2.86476321565598e-05
286,-2.78784770134618e-05,-2.83296341116296e-05,2.83948331389533e-05,-3.56874699378308e-07,1.06157475822302e-07,-1.89729878962311e-07,-2.82353517128401e-05,-2.82234766358072e-05,2.8205103259991e-05
287,-2.74407765714636e-05,-2.78934776556191e-05,2.79584924839045e-05,-3.56809981812527e-07,1.0697706480702e-07,-1.90254699083829e-07,-2.77975865532761e-05,-2.77865005908121e-05,2.77682377848207e-05
288,-2.70087081925025e-05,-2.74629322157107e-05,2.75277615862522e-05,-3.56741617547569e-07,1.07789213341324e-07,-1.90773343338832e-07,-2.73654498100501e-05,-2.73551430023694e-05,2.73369882429134e-05
289,-2.65822243803242e-05,-2.70379503074547e-05,2.71025930463146e-05,-3.56669757107449e-07,1.08594053825778e-07,-1.9128595016903e-07,-2.69388941374317e-05,-2.69293562536289e-05,2.69113070961456e-05
290,-2.61612776052119e-05,-2.66184844286908e-05,2.66829394462499e-05,-3.56594544022857e-07,1.09391716400451e-07,-1.91792654178031e-07,-2.65178721492347e-05,-2.65090927122904e-05,2.64911467920719e-05
291,-2.57458203039859e-05,-2.62044870595488e-05,2.62687533500561e-05,-3.56516115147785e-07,1.10182328946324e-07,-1.92293586237815e-07,-2.61023364191337e-05,-2.60943047306025e-05,2.60764597638182e-05
292,-2.53358048800044e-05,-2.5795910662448e-05,2.5859987303571e-05,-3.56434600962228e-07,1.10966017090209e-07,-1.92788873592918e-07,-2.56922394809666e-05,-2.56849446453578e-05,2.56671984299781e-05
293,-2.49311837031627e-05,-2.53927076820974e-05,2.54565938344726e-05,-3.56350126631288e-07,1.11742904450179e-07,-1.93278640377089e-07,-2.5287533829794e-05,-2.52809647776472e-05,2.52633151940955e-05
294,-2.45319091098937e-05,-2.49948305454956e-05,2.50585254522785e-05,-3.56262809201234e-07,1.12513111697758e-07,-1.93763006053427e-07,-2.4888171919095e-05,-2.48823174337979e-05,2.48647624462251e-05
295,-2.41379334031677e-05,-2.46022316619312e-05,2.46657346483464e-05,-3.56172762483291e-07,1.13276757990718e-07,-1.94242087997521e-07,-2.4494106165651e-05,-2.44889549039405e-05,2.44714925603488e-05
296,-2.37492088524925e-05,-2.42148634229821e-05,2.42781738958736e-05,-3.56080094226065e-07,1.1403396004314e-07,-1.94715999934958e-07,-2.41052889467185e-05,-2.4100829462939e-05,2.40834578959387e-05
297,-2.33656876939131e-05,-2.38326782025162e-05,2.38957956498977e-05,-3.55984907127623e-07,1.14784832378177e-07,-1.95184852447191e-07,-2.37216726010407e-05,-2.37178933701381e-05,2.37006107974505e-05
298,-2.29873221300123e-05,-2.34556283566911e-05,2.35185523472959e-05,-3.55887299063296e-07,1.15529487345367e-07,-1.95648753059021e-07,-2.33432094290756e-05,-2.33400988693457e-05,2.33229035942369e-05
299,-2.261406432991e-05,-2.30836662239537e-05,2.31463964067853e-05,-3.55787363309542e-07,1.16268035141164e-07,-1.961078063269e-07,-2.29698516932195e-05,-2.29673981888126e-05,2.29502886004584e-05
300,-2.22458664292637e-05,-2.27167441250412e-05,2.27792802289231e-05,-3.55685188750739e-07,1.17000583828181e-07,-1.96562113920694e-07,-2.26015516180144e-05,-2.2599743541213e-05,2.25827181150024e-05
301,-2.18826805177934e-05,-2.23548143496542e-05,2.24171561825699e-05,-3.55580860852702e-07,1.17727239622946e-07,-1.97011775140025e-07,-2.22382613786461e-05,-2.22370871100312e-05,2.22201444074299e-05
302,-2.15244578455934e-05,-2.19978283089833e-05,2.20599757435166e-05,-3.55474458653095e-07,1.1844810627689e-07,-1.97456885498397e-07,-2.18799323042465e-05,-2.18793802027064e-05,2.18625188580182e-05
303,-2.1171148882232e-05,-2.16457365912247e-05,2.17076895487357e-05,-3.55366059836262e-07,1.19163285829328e-07,-1.97897538916801e-07,-2.15265149420683e-05,-2.15265733053954e-05,2.15097920098189e-05
304,-2.08227043062669e-05,-2.1298490006632e-05,2.13602484574147e-05,-3.55255737717005e-07,1.1987287791367e-07,-1.98333826255775e-07,-2.11779600439839e-05,-2.11786171287184e-05,2.1161914631159e-05
305,-2.04790749746954e-05,-2.09560395536169e-05,2.10176035165838e-05,-3.55143562088068e-07,1.20576980311085e-07,-1.98765835967009e-07,-2.08342185367835e-05,-2.08354625733058e-05,2.08188376806168e-05
306,-2.0140211922954e-05,-2.06183364187484e-05,2.06797059611156e-05,-3.55029599377257e-07,1.21275688972408e-07,-1.9919365416033e-07,-2.04952415223313e-05,-2.0497060729776e-05,2.04805123069552e-05
307,-1.98060663649186e-05,-2.02853319767538e-05,2.03465072137252e-05,-3.54913912796678e-07,1.21969098039846e-07,-1.99617364667906e-07,-2.01609802777153e-05,-2.0163362878714e-05,2.01468898490573e-05
308,-1.94765896929045e-05,-1.99569777905181e-05,2.00179588849706e-05,-3.5479656326334e-07,1.2265730013335e-07,-2.0003704954204e-07,-1.98313862561678e-05,-1.98343204903847e-05,1.98179218354286e-05
309,-1.91517334776665e-05,-1.96332256110839e-05,1.96940127732521e-05,-3.54677606438841e-07,1.23340385320418e-07,-2.00452787381594e-07,-1.95064110841053e-05,-1.95098852257635e-05,1.94935599858705e-05
310,-1.88314494683985e-05,-1.93140273776519e-05,1.93746208648126e-05,-3.54557097506795e-07,1.24018442713883e-07,-2.00864655989659e-07,-1.91860065659053e-05,-1.9190008934938e-05,1.91737562088229e-05
311,-1.85156895927341e-05,-1.89993352175804e-05,1.90597353337375e-05,-3.54435088202938e-07,1.24691559445305e-07,-2.01272730699188e-07,-1.88701246809371e-05,-1.88746436581351e-05,1.88584626030383e-05
312,-1.82044059567462e-05,-1.86891014463857e-05,1.87493085419549e-05,-3.54311627711719e-07,1.25359820949101e-07,-2.01677084861269e-07,-1.85587175844579e-05,-1.85637416254366e-05,1.85476314570937e-05
313,-1.78975508449469e-05,-1.83832785677418e-05,1.84432930392355e-05,-3.54186762783082e-07,1.26023310984468e-07,-2.02077789898683e-07,-1.82517376077299e-05,-1.82572552567573e-05,1.82412152493369e-05
314,-1.75950767202878e-05,-1.80818192734805e-05,1.81416415631925e-05,-3.54060537843006e-07,1.2668211165658e-07,-2.0247491535687e-07,-1.79491372581308e-05,-1.79551371618239e-05,1.79391666478356e-05
315,-1.729693622416e-05,-1.77846764435916e-05,1.78443070392815e-05,-3.5393299510191e-07,1.27336303438358e-07,-2.02868528954581e-07,-1.76508692192619e-05,-1.76573401401532e-05,1.76414385103269e-05
316,-1.70030821577351e-05,-1.74918031259711e-05,1.75512425601781e-05,-3.53804175428521e-07,1.27985965480078e-07,-2.03258697081575e-07,-1.73568863331637e-05,-1.7363817160491e-05,1.73479838630966e-05
317,-1.67134668954887e-05,-1.72031518928736e-05,1.72624007290356e-05,-3.53674115293272e-07,1.28631174686735e-07,-2.03645483164657e-07,-1.7067141010782e-05,-1.70745207181869e-05,1.70587552458709e-05
318,-1.64280427402832e-05,-1.69186752106519e-05,1.69777340332275e-05,-3.53542851712759e-07,1.29272006910827e-07,-2.04028950111024e-07,-1.6781585591996e-05,-1.67894032037411e-05,1.67737050831165e-05
319,-1.61467623643503e-05,-1.6638325926542e-05,1.66971953421054e-05,-3.53410419099955e-07,1.29908536180359e-07,-2.04409158743668e-07,-1.65001727834503e-05,-1.65084173903616e-05,1.64927861833618e-05
320,-1.58695787262525e-05,-1.63620571804607e-05,1.64207378175997e-05,-3.53276850068779e-07,1.30540835140689e-07,-2.04786168364133e-07,-1.62228555763213e-05,-1.62315163453201e-05,1.62159516492356e-05
321,-1.55964450708836e-05,-1.60898224050067e-05,1.61483149142195e-05,-3.53142175513795e-07,1.3116897507226e-07,-2.051600367909e-07,-1.59495872463974e-05,-1.59586534299344e-05,1.59431548774286e-05
322,-1.53273149294682e-05,-1.58215753254594e-05,1.58798803790525e-05,-3.53006424686886e-07,1.3179302590802e-07,-2.05530820396562e-07,-1.56803213541551e-05,-1.56897822995514e-05,1.5674349558656e-05
323,-1.50621421195622e-05,-1.55572699597798e-05,1.56153882517654e-05,-3.52869626051057e-07,1.32413056538615e-07,-2.05898574595883e-07,-1.54150117456132e-05,-1.54248569032412e-05,1.54094896771696e-05
324,-1.48008807450523e-05,-1.529686061861e-05,1.53547928646036e-05,-3.52731804245213e-07,1.33029133683349e-07,-2.06263352081365e-07,-1.51536125492975e-05,-1.51638314849267e-05,1.51485295125222e-05
325,-1.45434851961564e-05,-1.50403019052735e-05,1.5098048842391e-05,-3.52592984812619e-07,1.33641323623465e-07,-2.06625205554924e-07,-1.48960781809691e-05,-1.49066605816501e-05,1.48914236368361e-05
326,-1.42899101494237e-05,-1.4787548715775e-05,1.48451111025307e-05,-3.52453191163046e-07,1.34249691076292e-07,-2.06984185964702e-07,-1.46423633405867e-05,-1.46532990246987e-05,1.4638126916566e-05
327,-1.40401105677339e-05,-1.45385562388003e-05,1.45959348550041e-05,-3.52312445411141e-07,1.34854299495774e-07,-2.07340342984876e-07,-1.43924230131451e-05,-1.44037019393045e-05,1.43885945120192e-05
328,-1.37940417002983e-05,-1.42932799557168e-05,1.43504756023718e-05,-3.52170768440589e-07,1.35455211089032e-07,-2.07693725048089e-07,-1.41462124687389e-05,-1.41578247446278e-05,1.41427818773237e-05
329,-1.35516590826589e-05,-1.40516756405729e-05,1.41086891397728e-05,-3.52028179963527e-07,1.36052486831647e-07,-2.08044379375435e-07,-1.39036872626225e-05,-1.39156231537412e-05,1.39006447603973e-05
330,-1.33129184943176e-05,-1.38136993123779e-05,1.38705315060919e-05,-3.51884698563265e-07,1.36646186514358e-07,-2.08392352021847e-07,-1.36648031928808e-05,-1.36770531258635e-05,1.36621391540701e-05
331,-1.30777756615084e-05,-1.3579306886649e-05,1.36359586251371e-05,-3.51740342536783e-07,1.3723636906157e-07,-2.08737688369251e-07,-1.34295160040452e-05,-1.34420705175874e-05,1.34272209367679e-05
332,-1.28461865969198e-05,-1.3348454547031e-05,1.34049266843506e-05,-3.51595126964823e-07,1.37823091076424e-07,-2.09080431179988e-07,-1.31977817238846e-05,-1.32106314559545e-05,1.31958462531706e-05
333,-1.26181076702715e-05,-1.31210988401535e-05,1.31773922345881e-05,-3.5144906826681e-07,1.38406408966189e-07,-2.09420623532045e-07,-1.29695567385383e-05,-1.29826924311874e-05,1.29679716110561e-05
334,-1.23934955889417e-05,-1.28971966549971e-05,1.29533121692059e-05,-3.51302181122017e-07,1.38986377804697e-07,-2.097583070344e-07,-1.27447977700637e-05,-1.27582102771924e-05,1.27435538621715e-05
335,-1.21723073979664e-05,-1.26767052228927e-05,1.27326437240601e-05,-3.51154479289908e-07,1.39563051640816e-07,-2.10093522306118e-07,-1.25234618772563e-05,-1.25371421712519e-05,1.2522550201754e-05
336,-1.19545004800396e-05,-1.24595821175218e-05,1.25153444775072e-05,-3.51005975657622e-07,1.40136483511833e-07,-2.10426309001102e-07,-1.23055064556972e-05,-1.231944563401e-05,1.23049181685061e-05
337,-1.17400325555132e-05,-1.22457852549166e-05,1.2301372350404e-05,-3.50856682281095e-07,1.40706725454627e-07,-2.10756705829251e-07,-1.20908892377943e-05,-1.2105078529462e-05,1.20906156445747e-05
338,-1.15288616823973e-05,-1.20352728934597e-05,1.20906856061073e-05,-3.50706611203355e-07,1.41273828825315e-07,-2.11084751042315e-07,-1.18795682936007e-05,-1.18939990646344e-05,1.18796008550649e-05
339,-1.13209462563599e-05,-1.18280036338846e-05,1.18832428504742e-05,-3.50555771383312e-07,1.41837843078054e-07,-2.11410480596037e-07,-1.16715020277432e-05,-1.16861657908065e-05,1.16718323698782e-05
340,-1.1116245010727e-05,-1.16239364192749e-05,1.16790030318622e-05,-3.50404173403424e-07,1.42398817623438e-07,-2.11733930958298e-07,-1.14666491841304e-05,-1.14815376016515e-05,1.14672691009039e-05
341,-1.09147170164824e-05,-1.14230305350653e-05,1.14779254411286e-05,-3.50251826392763e-07,1.42956800608239e-07,-2.12055137269967e-07,-1.12649688428752e-05,-1.1280073734457e-05,1.12658703038587e-05
342,-1.07163216822683e-05,-1.12252456090407e-05,1.12799697116314e-05,-3.50098738842291e-07,1.43511839233358e-07,-2.12374133828634e-07,-1.10664204211106e-05,-1.10817337698073e-05,1.10675955778028e-05
343,-1.05210187206472e-05,-1.1030541571916e-05,1.10850957787252e-05,-3.49944918625148e-07,1.44063979793169e-07,-2.12690954121592e-07,-1.08709636392723e-05,-1.08864775921228e-05,1.08724048246036e-05
344,-1.0328768004774e-05,-1.08388784699648e-05,1.08932636844045e-05,-3.49790373060966e-07,1.4461326764671e-07,-2.13005630828076e-07,-1.0678558377835e-05,-1.06942652023181e-05,1.06802580535764e-05
345,-1.01395297814202e-05,-1.06502167065757e-05,1.07044338246082e-05,-3.49635109807754e-07,1.45159747384306e-07,-2.13318196227641e-07,-1.04891648912279e-05,-1.05050569591914e-05,1.04911156283806e-05
346,-9.95326466143514e-06,-1.04645170535625e-05,1.05185669641709e-05,-3.4947913363716e-07,1.45703461820323e-07,-2.13628680453743e-07,-1.03027437950723e-05,-1.03188135917421e-05,1.03049382837172e-05
347,-9.76993361022861e-06,-1.0281740641193e-05,1.03356242267453e-05,-3.49322451125597e-07,1.46244453927078e-07,-2.13937114346732e-07,-1.01192560613542e-05,-1.0135496187266e-05,1.01216871123986e-05
348,-9.58949794777059e-06,-1.01018489581894e-05,1.01555670948027e-05,-3.49165067567604e-07,1.46782765573916e-07,-2.1424352758435e-07,-9.9386630153382e-06,-9.95506619261549e-06,9.94132356721831e-06
349,-9.4119193485913e-06,-9.92480385172764e-06,9.9783574096324e-06,-3.49006987781333e-07,1.47318437851927e-07,-2.14547949166706e-07,-9.76092633637263e-06,-9.77748541387571e-06,9.76380946046569e-06
350,-9.2371598417812e-06,-9.75056752743786e-06,9.80395737134245e-06,-3.48848216135925e-07,1.47851511082093e-07,-2.14850407430836e-07,-9.58600805791713e-06,-9.60271601635577e-06,9.58910696391162e-06
351,-9.06518181099103e-06,-9.57910254940425e-06,9.6323295388591e-06,-3.48688756574339e-07,1.48382024821653e-07,-2.15150930062551e-07,-9.41387056756537e-06,-9.43072052458259e-06,9.41717860879655e-06
352,-8.89594799443174e-06,-9.41037184016507e-06,9.46343682992695e-06,-3.48528612641442e-07,1.48910017872782e-07,-2.15449544111588e-07,-9.24447660707318e-06,-9.26146182229228e-06,9.24798728581537e-06
353,-8.72942148487456e-06,-9.24433868071263e-06,9.297242521109e-06,-3.48367788284023e-07,1.49435528617406e-07,-2.15746276481495e-07,-9.07778927315858e-06,-9.09490315209522e-06,9.08149624462751e-06
354,-8.56556572965093e-06,-9.08096671049331e-06,9.13371024778659e-06,-3.48206284760266e-07,1.49958593710288e-07,-2.16041152028174e-07,-8.9137720144112e-06,-8.93100811678302e-06,8.91766909575842e-06
355,-8.40434452639292e-06,-8.92021992249309e-06,8.97280399912492e-06,-3.48044105331414e-07,1.50479250060206e-07,-2.16334196444558e-07,-8.75238863172434e-06,-8.76974067243288e-06,8.75646980268036e-06
356,-8.24572193504153e-06,-8.76206254548737e-06,8.8144879952606e-06,-3.4788125215729e-07,1.50997533559069e-07,-2.16625434378525e-07,-8.59360318719882e-06,-8.6110650119283e-06,8.59786256088208e-06
357,-8.08966238013562e-06,-8.60645913973393e-06,8.65872678242486e-06,-3.4771772720857e-07,1.51513479220674e-07,-2.169148898295e-07,-8.43738010734419e-06,-8.45494566051326e-06,8.44181189259536e-06
358,-7.93613066231336e-06,-8.45337464370845e-06,8.50548528544903e-06,-3.47553532174786e-07,1.52027121371271e-07,-2.17202586244824e-07,-8.28368419448815e-06,-8.30134752233717e-06,8.2882826992042e-06
359,-7.78509193281604e-06,-8.30277435002114e-06,8.35472878382138e-06,-3.47388668448442e-07,1.52538493714974e-07,-2.17488546558077e-07,-8.13248060126449e-06,-8.15023585630617e-06,8.1372402372633e-06
360,-7.63651169348808e-06,-8.15462390541677e-06,8.20642291168706e-06,-3.4722313792185e-07,1.53047629677011e-07,-2.17772793683511e-07,-7.98373483140993e-06,-8.00157627573976e-06,7.98865011800355e-06
