T,x,y,z,vx,vy,vz,omega0,omega1,omega2,omega3,wx,wy,wz
309,6190976.46598228,2345402.4953664,-1.45179026151645,-2752.92840689441,7255.03806207065,-0.00929408286978794,0.598916311219693,-0.375897927840708,-0.375897927840708,0.598916311219693,0.00504992621123612,0,0
310,6188219.27952591,2352655.91839741,-1.4610987198609,-2761.4438762951,7251.80633575259,-0.00932283169367914,0.599860177257315,-0.374389860627302,-0.374389860627302,0.599860177257315,0.00501411113165501,0,0
311,6185453.57949073,2359906.10471028,-1.47043592064642,-2769.95556257036,7248.56462652263,-0.0093515677453841,0.600793568551664,-0.372890182207606,-0.372890182207606,0.600793568551664,0.00497829605207391,0,0
312,6182679.3696657,2367153.04432428,-1.47980185108113,-2778.46345404504,7245.31293878432,-0.00938029098548638,0.601716559843016,-0.371398952086212,-0.371398952086212,0.601716559843016,0.0049424809724928,0,0
313,6179896.65385147,2374396.72726314,-1.48919649833372,-2786.9675390491,7242.05127695476,-0.00940900137458687,0.60262922556532,-0.369916229022823,-0.369916229022823,0.60262922556532,0.00490666589291169,0,0
314,6177105.43586032,2381637.14355498,-1.49861984953351,-2795.46780591757,7238.77964546467,-0.00943769887330361,0.603531639841014,-0.368442071037665,-0.368442071037665,0.603531639841014,0.00487085081333059,0,0
315,6174305.71951623,2388874.28323234,-1.50807189177042,-2803.96424299051,7235.49804875835,-0.00946638344227148,0.604423876474152,-0.36697653541864,-0.36697653541864,0.604423876474152,0.00483503573374948,0,0
316,6171497.50865482,2396108.13633224,-1.51755261209502,-2812.45683861314,7232.20649129367,-0.00949505504214283,0.605306008942074,-0.365519678729685,-0.365519678729685,0.605306008942074,0.00479922065416837,0,0
317,6168680.80712337,2403338.69289616,-1.52706199751856,-2820.94558113585,7228.90497754202,-0.00952371363358753,0.606178110392728,-0.364071556813489,-0.364071556813489,0.606178110392728,0.00476340557458727,0,0
318,6165855.61878079,2410565.94297006,-1.53660003501295,-2829.43045891414,7225.5935119884,-0.00955235917729273,0.607040253638781,-0.362632224797909,-0.362632224797909,0.607040253638781,0.00472759049500616,0,0
319,6163021.94749767,2417789.87660437,-1.5461667115108,-2837.91146030863,7222.27209913135,-0.00958099163396269,0.607892511151356,-0.361201737102741,-0.361201737102741,0.607892511151356,0.00469177541542505,0,0
320,6160179.79715619,2425010.48385405,-1.55576201390543,-2846.38857368515,7218.94074348296,-0.00960961096431936,0.608734955052118,-0.359780147448013,-0.359780147448013,0.608734955052118,0.00465596033584395,0,0
321,6157329.17165018,2432227.75477858,-1.56538592905091,-2854.86178741477,7215.59944956885,-0.00963821712910244,0.609567657111256,-0.358367508856157,-0.358367508856157,0.609567657111256,0.00462014525626284,0,0
322,6154470.07488511,2439441.67944195,-1.57503844376204,-2863.33108987372,7212.24822192819,-0.00966681008906904,0.610390688741287,-0.356963873659042,-0.356963873659042,0.610390688741287,0.00458433017668173,0,0
323,6151602.51077806,2446652.24791271,-1.58471954481437,-2871.79646944341,7208.88706511367,-0.00969538980499366,0.611204120991237,-0.355569293504492,-0.355569293504492,0.611204120991237,0.00454851509710062,0,0
324,6148726.48325773,2453859.45026397,-1.59442921894427,-2880.25791451055,7205.51598369153,-0.00972395623766868,0.612008024539278,-0.354183819364374,-0.354183819364374,0.612008024539278,0.00451270001751952,0,0
325,6145841.99626441,2461063.27657342,-1.60416745284889,-2888.71541346712,7202.13498224148,-0.00975250934790444,0.612802469691044,-0.352807501536489,-0.352807501536489,0.612802469691044,0.00447688493793841,0,0
326,6142949.05375003,2468263.71692332,-1.61393423318622,-2897.16895471034,7198.74406535678,-0.00978104909652891,0.613587526373411,-0.351440389651934,-0.351440389651934,0.613587526373411,0.0044410698583573,0,0
327,6140047.65967809,2475460.76140052,-1.62372954657503,-2905.61852664268,7195.34323764421,-0.00980957544438763,0.61436326412907,-0.350082532681416,-0.350082532681416,0.61436326412907,0.0044052547787762,0,0
328,6137137.81802371,2482654.40009653,-1.63355337959501,-2914.06411767194,7191.93250372402,-0.00983808835234427,0.615129752109643,-0.348733978943157,-0.348733978943157,0.615129752109643,0.00436943969919509,0,0
329,6134219.53277358,2489844.62310744,-1.64340571878671,-2922.50571621128,7188.51186822995,-0.00986658778128067,0.615887059074207,-0.347394776104628,-0.347394776104628,0.615887059074207,0.00433362461961398,0,0
330,6131292.80792598,2497031.42053402,-1.65328655065154,-2930.94331067917,7185.08133580924,-0.00989507369209646,0.616635253383241,-0.346064971190006,-0.346064971190006,0.616635253383241,0.00429780954003288,0,0
331,6128357.64749077,2504214.78248164,-1.66319586165184,-2939.37688949937,7181.64091112264,-0.0099235460457091,0.617374402993566,-0.344744610586294,-0.344744610586294,0.617374402993566,0.00426199446045177,0,0
332,6125414.05548939,2511394.69906039,-1.67313363821086,-2947.80644110103,7178.19059884437,-0.00995200480305436,0.61810457545182,-0.343433740051149,-0.343433740051149,0.61810457545182,0.00422617938087066,0,0
333,6122462.03595483,2518571.16038503,-1.68309986671284,-2956.23195391874,7174.73040366206,-0.00998044992508642,0.618825837893133,-0.342132404714505,-0.342132404714505,0.618825837893133,0.00419036430128956,0,0
334,6119501.59293166,2525744.15657499,-1.69309453350293,-2964.65341639246,7171.26033027687,-0.0100088813727774,0.619538257035389,-0.340840649085921,-0.340840649085921,0.619538257035389,0.00415454922170845,0,0
335,6116532.73047601,2532913.67775442,-1.70311762488728,-2973.07081696748,7167.78038340341,-0.0100372991071176,0.62024189917452,-0.339558517060509,-0.339558517060509,0.62024189917452,0.00411873414212734,0,0
336,6113555.45265555,2540079.7140522,-1.71316912713304,-2981.48414409458,7164.29056776973,-0.0100657030891157,0.620936830178212,-0.338286051926811,-0.338286051926811,0.620936830178212,0.00408291906254624,0,0
337,6110569.76354949,2547242.25560195,-1.7232490264684,-2989.89338623001,7160.79088811732,-0.010094093279799,0.621623115484698,-0.33702329636834,-0.33702329636834,0.621623115484698,0.00404710398296513,0,0
338,6107575.66724859,2554401.29254202,-1.73335730908256,-2998.29853183545,7157.28134920112,-0.010122469640213,0.622300820097452,-0.335770292470618,-0.335770292470618,0.622300820097452,0.00401128890338402,0,0
339,6104573.16785517,2561556.81501553,-1.74349396112577,-3006.69956937801,7153.76195578951,-0.0101508321314217,0.622970008580824,-0.334527081726935,-0.334527081726935,0.622970008580824,0.00397547382380292,0,0
340,6101562.26948304,2568708.81317036,-1.75365896870936,-3015.09648733031,7150.23271266431,-0.0101791807145073,0.6236307450539,-0.333293705046339,-0.333293705046339,0.6236307450539,0.00393965874422181,0,0
341,6098542.97625755,2575857.27715921,-1.76385231790577,-3023.48927417052,7146.69362462073,-0.0102075153505713,0.624283093189311,-0.332070202755214,-0.332070202755214,0.624283093189311,0.0039038436646407,0,0
342,6095515.29231557,2583002.19713957,-1.77407399474854,-3031.87791838231,7143.14469646739,-0.0102358360007336,0.624927116208542,-0.330856614603739,-0.330856614603739,0.624927116208542,0.0038680285850596,0,0
343,6092479.22180549,2590143.56327372,-1.78432398523232,-3040.26240845483,7139.58593302637,-0.0102641426261321,0.625562876877804,-0.329652979771568,-0.329652979771568,0.625562876877804,0.00383221350547849,0,0
344,6089434.76888721,2597281.3657288,-1.79460227531293,-3048.6427328828,7136.01733913313,-0.0102924351879242,0.62619043750209,-0.32845933687588,-0.32845933687588,0.62619043750209,0.00379639842589738,0,0
345,6086381.93773211,2604415.59467678,-1.80490885090735,-3057.01888016655,7132.4389196365,-0.0103207136472858,0.626809859923812,-0.327275723973246,-0.327275723973246,0.626809859923812,0.00376058334631627,0,0
346,6083320.73252309,2611546.2402945,-1.81524369789376,-3065.390838812,7128.85067939873,-0.010348977965412,0.627421205518955,-0.326102178565133,-0.326102178565133,0.627421205518955,0.00372476826673517,0,0
347,6080251.15745453,2618673.29276363,-1.82560680211151,-3073.75859733057,7125.25262329545,-0.0103772281035162,0.628024535192976,-0.324938737603765,-0.324938737603765,0.628024535192976,0.00368895318715406,0,0
348,6077173.2167323,2625796.74227076,-1.83599814936119,-3082.12214423935,7121.64475621569,-0.0104054640228308,0.628619909375281,-0.323785437499918,-0.323785437499918,0.628619909375281,0.00365313810757295,0,0
349,6074086.91457375,2632916.57900736,-1.84641772540465,-3090.48146806106,7118.02708306181,-0.0104336856846077,0.629207388017369,-0.322642314125548,-0.322642314125548,0.629207388017369,0.00361732302799185,0,0
350,6070992.2552077,2640032.79316983,-1.85686551596499,-3098.83655732411,7114.39960874954,-0.0104618930501177,0.629787030590152,-0.321509402817778,-0.321509402817778,0.629787030590152,0.00358150794841074,0,0
351,6067889.24287444,2647145.37495946,-1.86734150672657,-3107.18740056248,7110.762338208,-0.0104900860806504,0.630358896079451,-0.32038673838558,-0.32038673838558,0.630358896079451,0.00354569286882963,0,0
352,6064777.88182573,2654254.31458248,-1.87784568333506,-3115.53398631582,7107.11527637966,-0.0105182647375145,0.630923042981432,-0.319274355116471,-0.319274355116471,0.630923042981432,0.00350987778924853,0,0
353,6061658.17632479,2661359.6022501,-1.88837803139747,-3123.87630312952,7103.45842822032,-0.0105464289820383,0.631479529299828,-0.318172286780613,-0.318172286780613,0.631479529299828,0.00347406270966742,0,0
354,6058530.13064627,2668461.22817847,-1.89893853648214,-3132.21433955473,7099.79179869911,-0.0105745787755695,0.63202841254448,-0.317080566633059,-0.317080566633059,0.63202841254448,0.00343824763008631,0,0
355,6055393.74907629,2675559.18258871,-1.90952718411875,-3140.5480841482,7096.11539279852,-0.0106027140794745,0.63256974972646,-0.315999227421261,-0.315999227421261,0.63256974972646,0.00340243255050521,0,0
356,6052249.0359124,2682653.45570694,-1.92014395979835,-3148.87752547244,7092.42921551436,-0.0106308348551392,0.633103597354629,-0.31492830139032,-0.31492830139032,0.633103597354629,0.0033666174709241,0,0
357,6049095.99546358,2689744.03776428,-1.9307888489734,-3157.20265209573,7088.73327185578,-0.0106589410639691,0.633630011431829,-0.313867820288824,-0.313867820288824,0.633630011431829,0.00333080239134299,0,0
358,6045934.63205025,2696830.91899686,-1.94146183705781,-3165.52345259218,7085.02756684518,-0.0106870326673894,0.634149047454192,-0.312817815369933,-0.312817815369933,0.634149047454192,0.00329498731176189,0,0
359,6042764.95000424,2703914.08964587,-1.95216290942687,-3173.83991554161,7081.31210551832,-0.0107151096268445,0.634660760406621,-0.311778317398607,-0.311778317398607,0.634660760406621,0.00325917223218078,0,0
360,6039586.95366882,2710993.53995748,-1.96289205141734,-3182.1520295296,7077.58689292429,-0.0107431719037982,0.635165204759964,-0.310749356656073,-0.310749356656073,0.635165204759964,0.00322335715259967,0,0
361,6036400.64739864,2718069.26018298,-1.97364924832745,-3190.45978314757,7073.85193412542,-0.010771219459734,0.635662434466548,-0.309730962946935,-0.309730962946935,0.635662434466548,0.00318754207301857,0,0
362,6033206.03555978,2725141.24057868,-1.98443448541696,-3198.76316499284,7070.10723419734,-0.0107992522561556,0.636152502959618,-0.308723165600068,-0.308723165600068,0.636152502959618,0.00315172699343746,0,0
363,6030003.12252971,2732209.47140603,-1.99524774790711,-3207.06216366854,7066.35279822896,-0.010827270254586,0.636635463149855,-0.307725993474377,-0.307725993474377,0.636635463149855,0.00311591191385635,0,0
364,6026791.91269729,2739273.94293151,-2.00608902098066,-3215.35676778357,7062.58863132249,-0.0108552734165677,0.637111367422569,-0.306739474963419,-0.306739474963419,0.637111367422569,0.00308009683427525,0,0
365,6023572.41046279,2746334.64542673,-2.01695828978194,-3223.64696595276,7058.81473859342,-0.0108832617036634,0.637580267633306,-0.305763638002652,-0.305763638002652,0.637580267633306,0.00304428175469414,0,0
366,6020344.62023784,2753391.56916845,-2.02785553941687,-3231.93274679685,7055.03112517045,-0.0109112350774556,0.638042215106565,-0.304798510071545,-0.304798510071545,0.638042215106565,0.00300846667511303,0,0
367,6017108.54644543,2760444.70443855,-2.03878075495296,-3240.21409894253,7051.23779619554,-0.010939193499547,0.638497260634087,-0.303844118196514,-0.303844118196514,0.638497260634087,0.00297265159553192,0,0
368,6013864.19351997,2767494.04152405,-2.04973392141929,-3248.4910110223,7047.43475682394,-0.01096713693156,0.63894545447104,-0.302900488957433,-0.302900488957433,0.63894545447104,0.00293683651595082,0,0
369,6010611.56590719,2774539.57071713,-2.0607150238066,-3256.7634716746,7043.62201222416,-0.0109950653351366,0.639386846333095,-0.301967648492638,-0.301967648492638,0.639386846333095,0.00290102143636971,0,0
370,6007350.66806422,2781581.28231514,-2.07172404706729,-3265.03146954386,7039.79956757788,-0.0110229786719395,0.639821485393611,-0.301045622503733,-0.301045622503733,0.639821485393611,0.0028652063567886,0,0
371,6004081.50445949,2788619.16662066,-2.08276097611544,-3273.29499328055,7035.96742808003,-0.0110508769036516,0.640249420283157,-0.300134436256443,-0.300134436256443,0.640249420283157,0.0028293912772075,0,0
372,6000804.07957281,2795653.21394143,-2.09382579582681,-3281.55403154103,7032.12559893876,-0.0110787599919759,0.640670699085721,-0.299234114587317,-0.299234114587317,0.640670699085721,0.00279357619762639,0,0
373,5997518.39789534,2802683.41459041,-2.10491849103885,-3289.80857298761,7028.27408537549,-0.0111066278986351,0.641085369336669,-0.298344681907327,-0.298344681907327,0.641085369336669,0.00275776111804528,0,0
374,5994224.46392955,2809709.75888578,-2.11603904655076,-3298.05860628867,7024.41289262481,-0.0111344805853725,0.641493478018954,-0.297466162208593,-0.297466162208593,0.641493478018954,0.00272194603846418,0,0
375,5990922.28218926,2816732.237151,-2.12718744712352,-3306.30412011864,7020.54202593447,-0.0111623180139522,0.641895071562659,-0.29659857906519,-0.29659857906519,0.641895071562659,0.00268613095888307,0,0
376,5987611.85719958,2823750.83971476,-2.13836367747988,-3314.54510315802,7016.66149056545,-0.0111901401461584,0.642290195842664,-0.295741955637424,-0.295741955637424,0.642290195842664,0.00265031587930196,0,0
377,5984293.19349697,2830765.55691101,-2.14956772230434,-3322.78154409326,7012.77129179195,-0.0112179469437955,0.642678896176061,-0.29489631467653,-0.29489631467653,0.642678896176061,0.00261450079972086,0,0
378,5980966.29562919,2837776.37907897,-2.16079956624322,-3331.01343161689,7008.87143490133,-0.0112457383686884,0.64306121731901,-0.29406167853045,-0.29406167853045,0.64306121731901,0.00257868572013975,0,0
379,5977631.16815531,2844783.29656319,-2.17205919390473,-3339.24075442759,7004.96192519412,-0.0112735143826827,0.643437203465015,-0.293238069146993,-0.293238069146993,0.643437203465015,0.00254287064055864,0,0
380,5974287.81564568,2851786.29971352,-2.18334658985891,-3347.46350123018,7001.04276798398,-0.011301274947645,0.643806898244366,-0.292425508074895,-0.292425508074895,0.643806898244366,0.00250705556097754,0,0
381,5970936.24268195,2858785.37888511,-2.19466173863766,-3355.68166073554,6997.11396859778,-0.0113290200254622,0.644170344720731,-0.29162401647024,-0.29162401647024,0.644170344720731,0.00247124048139643,0,0
382,5967576.45385706,2865780.52443844,-2.20600462473476,-3363.8952216606,6993.17553237557,-0.0113567495780415,0.644527585389545,-0.290833615099495,-0.290833615099495,0.644527585389545,0.00243542540181532,0,0
383,5964208.45377525,2872771.72673936,-2.21737523260596,-3372.10417272853,6989.2274646705,-0.0113844635673112,0.644878662174794,-0.290054324345631,-0.290054324345631,0.644878662174794,0.00239961032223422,0,0
384,5960832.24705199,2879758.97615907,-2.22877354666891,-3380.30850266868,6985.26977084886,-0.0114121619552206,0.64522361642872,-0.289286164208668,-0.289286164208668,0.64522361642872,0.00236379524265311,0,0
385,5957447.83831404,2886742.26307415,-2.24019955130327,-3388.50820021661,6981.30245629005,-0.0114398447037401,0.645562488929863,-0.288529154309497,-0.288529154309497,0.645562488929863,0.002327980163072,0,0
386,5954055.23219943,2893721.57786655,-2.25165323085062,-3396.70325411393,6977.32552638668,-0.0114675117748601,0.645895319880809,-0.287783313894242,-0.287783313894242,0.645895319880809,0.0022921650834909,0,0
387,5950654.43335744,2900696.91092361,-2.26313456961453,-3404.89365310852,6973.33898654444,-0.0114951631305924,0.646222148905672,-0.287048661839201,-0.287048661839201,0.646222148905672,0.00225635000390979,0,0
388,5947245.4464486,2907668.25263812,-2.27464355186066,-3413.07938595452,6969.34284218211,-0.01152279873297,0.646543015048436,-0.286325216654094,-0.286325216654094,0.646543015048436,0.00222053492432868,0,0
389,5943828.27614467,2914635.59340827,-2.28618016181669,-3421.26044141234,6965.33709873157,-0.011550418544047,0.646857956772685,-0.285612996482607,-0.285612996482607,0.646857956772685,0.00218471984474757,0,0
390,5940402.92712865,2921598.92363771,-2.29774438367237,-3429.43680824861,6961.32176163781,-0.0115780225258985,0.647167011958743,-0.28491201910812,-0.28491201910812,0.647167011958743,0.00214890476516647,0,0
391,5936969.40409478,2928558.2337355,-2.30933620157947,-3437.60847523613,6957.29683635896,-0.0116056106406205,0.647470217902478,-0.284222301956101,-0.284222301956101,0.647470217902478,0.00211308968558536,0,0
392,5933527.71174853,2935513.51411618,-2.32095559965193,-3445.77543115407,6953.2623283662,-0.0116331828503302,0.647767611312386,-0.283543862100011,-0.283543862100011,0.647767611312386,0.00207727460600425,0,0
393,5930077.85480658,2942464.75519981,-2.33260256196581,-3453.93766478791,6949.21824314377,-0.0116607391171665,0.648059228309115,-0.282876716262256,-0.282876716262256,0.648059228309115,0.00204145952642315,0,0
394,5926619.83799679,2949411.94741189,-2.34427707255935,-3462.09516492951,6945.16458618895,-0.0116882794032898,0.648345104424591,-0.282220880816003,-0.282220880816003,0.648345104424591,0.00200564444684204,0,0
395,5923153.66605827,2956355.08118346,-2.35597911543291,-3470.24792037694,6941.10136301216,-0.0117158036708812,0.648625274599395,-0.281576371790574,-0.281576371790574,0.648625274599395,0.00196982936726093,0,0
396,5919679.34374133,2963294.14695103,-2.36770867454902,-3478.39591993458,6937.02857913687,-0.0117433118821433,0.648899773181535,-0.280943204873999,-0.280943204873999,0.648899773181535,0.00193401428767983,0,0
397,5916196.87580744,2970229.13515667,-2.37946573383247,-3486.53915241326,6932.94624009957,-0.0117708039993002,0.649168633924183,-0.280321395417738,-0.280321395417738,0.649168633924183,0.00189819920809872,0,0
398,5912706.26702926,2977160.03624801,-2.39125027717031,-3494.67760663021,6928.85435144976,-0.0117982799845981,0.6494318899856,-0.279710958436828,-0.279710958436828,0.6494318899856,0.00186238412851761,0,0
399,5909207.52219065,2984086.84067822,-2.40306228841182,-3502.81127140906,6924.75291875,-0.0118257398003045,0.649689573927511,-0.279111908613338,-0.279111908613338,0.649689573927511,0.00182656904893651,0,0
400,5905700.64608664,2991009.53890603,-2.41490175136852,-3510.94013557972,6920.6419475759,-0.0118531834087081,0.649941717713488,-0.278524260299775,-0.278524260299775,0.649941717713488,0.0017907539693554,0,0
401,5902185.64352342,2997928.12139575,-2.42676864981424,-3519.06418797855,6916.52144351612,-0.0118806107721194,0.65018835270711,-0.277948027523028,-0.277948027523028,0.65018835270711,0.00175493888977429,0,0
402,5898662.51931833,3004842.57861729,-2.43866296748517,-3527.1834174484,6912.39141217227,-0.0119080218528707,0.650429509670629,-0.277383223987241,-0.277383223987241,0.650429509670629,0.00171912381019319,0,0
403,5895131.27829988,3011752.90104619,-2.45058468807986,-3535.29781283861,6908.25185915896,-0.0119354166133165,0.650665218764902,-0.27682986307394,-0.27682986307394,0.650665218764902,0.00168330873061208,0,0
404,5891591.92530772,3018659.0791636,-2.46253379525918,-3543.40736300498,6904.10279010381,-0.011962795015833,0.650895509547398,-0.276287957846389,-0.276287957846389,0.650895509547398,0.00164749365103097,0,0
405,5888044.46519265,3025561.10345628,-2.47451027264638,-3551.51205680965,6899.94421064748,-0.0119901570228177,0.65112041097129,-0.275757521051526,-0.275757521051526,0.65112041097129,0.00161167857144987,0,0
406,5884488.9028166,3032458.96441665,-2.48651410382711,-3559.6118831213,6895.7761264436,-0.0120175025966902,0.651339951383367,-0.275238565124586,-0.275238565124586,0.651339951383367,0.00157586349186876,0,0
407,5880925.24305262,3039352.65254279,-2.49854527234951,-3567.7068308152,6891.59854315876,-0.0120448316998922,0.651554158523292,-0.274731102190726,-0.274731102190726,0.651554158523292,0.00154004841228765,0,0
408,5877353.49078489,3046242.15833849,-2.51060376172414,-3575.79688877318,6887.41146647246,-0.0120721442948879,0.651763059523468,-0.274235144065311,-0.274235144065311,0.651763059523468,0.00150423333270654,0,0
409,5873773.65090869,3053127.47231318,-2.52268955542407,-3583.88204588355,6883.21490207723,-0.0120994403441634,0.651966680907036,-0.273750702258389,-0.273750702258389,0.651966680907036,0.00146841825312544,0,0
410,5870185.72833043,3060008.58498199,-2.53480263688477,-3591.96229104109,6879.00885567856,-0.0121267198102263,0.652165048587301,-0.273277787975956,-0.273277787975956,0.652165048587301,0.00143260317354433,0,0
411,5866589.72796762,3066885.48686577,-2.54694298950429,-3600.03761314718,6874.79333299492,-0.0121539826556064,0.652358187865735,-0.272816412124456,-0.272816412124456,0.652358187865735,0.00139678809396322,0,0
412,5862985.65474886,3073758.16849111,-2.55911059664323,-3608.10800110987,6870.56833975763,-0.0121812288428563,0.652546123431502,-0.272366585311858,-0.272366585311858,0.652546123431502,0.00136097301438212,0,0
413,5859373.51361382,3080626.62039034,-2.57130544162479,-3616.17344384382,6866.33388171096,-0.0122084583345512,0.65272887936132,-0.271928317847974,-0.271928317847974,0.65272887936132,0.00132515793480101,0,0
414,5855753.30951327,3087490.83310153,-2.58352750773471,-3624.2339302703,6862.08996461212,-0.0122356710932881,0.652906479117614,-0.271501619748656,-0.271501619748656,0.652906479117614,0.0012893428552199,0,0
415,5852125.04740906,3094350.79716849,-2.5957767782213,-3632.28944931705,6857.83659423128,-0.012262867081686,0.653078945548111,-0.271086500736718,-0.271086500736718,0.653078945548111,0.0012535277756388,0,0
416,5848488.73227412,3101206.50314083,-2.60805323629551,-3640.33998991855,6853.57377635153,-0.0122900462623865,0.653246300884056,-0.270682970246044,-0.270682970246044,0.653246300884056,0.00121771269605769,0,0
417,5844844.3690924,3108057.94157394,-2.62035686513102,-3648.38554101597,6849.30151676878,-0.0123172085980542,0.653408566739813,-0.270291037422526,-0.270291037422526,0.653408566739813,0.00118189761647658,0,0
418,5841191.96285894,3114905.10302905,-2.63268764786415,-3656.42609155722,6845.01982129185,-0.0123443540513761,0.653565764112782,-0.269910711124236,-0.269910711124236,0.653565764112782,0.00114608253689548,0,0
419,5837531.51857981,3121747.97807318,-2.64504556759392,-3664.46163049687,6840.72869574245,-0.0123714825850621,0.653717913381822,-0.269541999925103,-0.269541999925103,0.653717913381822,0.00111026745731437,0,0
420,5833863.04127215,3128586.55727915,-2.65743060738202,-3672.49214679603,6836.42814595524,-0.0123985941618435,0.653865034306892,-0.269184912115739,-0.269184912115739,0.653865034306892,0.00107445237773326,0,0
421,5830186.53596411,3135420.83122563,-2.66984275025289,-3680.5176294226,6832.11817777774,-0.0124256887444751,0.654007146027566,-0.268839455706929,-0.268839455706929,0.654007146027566,0.00103863729815216,0,0
422,5826502.00769488,3142250.79049717,-2.6822819791938,-3688.5380673513,6827.79879707029,-0.0124527662957343,0.654144267062563,-0.268505638430747,-0.268505638430747,0.654144267062563,0.00100282221857105,0,0
423,5822809.46151466,3149076.4256842,-2.6947482771548,-3696.55344956361,6823.47000970605,-0.0124798267784218,0.654276415309737,-0.268183467740566,-0.268183467740566,0.654276415309737,0.000967007138989942,0,0
424,5819108.90248466,3155897.72738301,-2.70724162704875,-3704.56376504778,6819.13182157105,-0.012506870155361,0.65440360804496,-0.267872950813721,-0.267872950813721,0.65440360804496,0.000931192059408836,0,0
425,5815400.33567712,3162714.68619575,-2.71976201175128,-3712.56900279871,6814.78423856425,-0.0125338963893976,0.654525861921518,-0.267574094552903,-0.267574094552903,0.654525861921518,0.000895376979827729,0,0
426,5811683.7661753,3169527.29273049,-2.73230941410089,-3720.56915181809,6810.4272665974,-0.0125609054434,0.654643192969197,-0.267286905588381,-0.267286905588381,0.654643192969197,0.000859561900246622,0,0
427,5807959.19907341,3176335.53760124,-2.744883816899,-3728.5642011145,6806.06091159507,-0.0125878972802603,0.654755616593564,-0.267011390279707,-0.267011390279707,0.654755616593564,0.000823746820665515,0,0
428,5804226.63947665,3183139.41142796,-2.75748520290995,-3736.55413970338,6801.68517949461,-0.0126148718628937,0.654863147575964,-0.266747554715721,-0.266747554715721,0.654863147575964,0.000787931741084408,0,0
429,5800486.09250123,3189938.90483652,-2.77011355486102,-3744.53895660707,6797.30007624617,-0.0126418291542386,0.654965800073101,-0.266495404715572,-0.266495404715572,0.654965800073101,0.000752116661503302,0,0
430,5796737.56327431,3196734.00845875,-2.78276885544238,-3752.51864085461,6792.90560781276,-0.0126687691172562,0.655063587615874,-0.266254945831497,-0.266254945831497,0.655063587615874,0.000716301581922195,0,0
431,5792981.05693405,3203524.71293243,-2.79545108730713,-3760.49318148186,6788.50178017024,-0.0126956917149302,0.655156523109317,-0.266026183348983,-0.266026183348983,0.655156523109317,0.000680486502341088,0,0
432,5789216.57862954,3210311.00890134,-2.80816023307144,-3768.46256753163,6784.08859930719,-0.012722596910268,0.655244618831546,-0.265809122289322,-0.265809122289322,0.655244618831546,0.000644671422759981,0,0
433,5785444.13352084,3217092.88701527,-2.82089627531451,-3776.42678805369,6779.66607122497,-0.0127494846663009,0.655327886433717,-0.265603767409714,-0.265603767409714,0.655327886433717,0.000608856343178874,0,0
434,5781663.72677894,3223870.33793004,-2.83365919657859,-3784.38583210477,6775.23420193766,-0.0127763549460835,0.655406336939994,-0.265410123203345,-0.265410123203345,0.655406336939994,0.000573041263597767,0,0
435,5777875.36358576,3230643.35230744,-2.84644897936899,-3792.33968874852,6770.79299747213,-0.0128032077126936,0.655479980746591,-0.26522819390171,-0.26522819390171,0.655479980746591,0.000537226184016661,0,0
436,5774079.0491342,3237411.92081531,-2.85926560615403,-3800.28834705532,6766.34246386811,-0.0128300429292318,0.655548827621684,-0.265057983474843,-0.265057983474843,0.655548827621684,0.000501411104435554,0,0
437,5770274.78862806,3244176.0341275,-2.87210905936516,-3808.23179610259,6761.88260717803,-0.0128568605588222,0.655612886704721,-0.264899495633002,-0.264899495633002,0.655612886704721,0.000465596024854447,0,0
438,5766462.58728206,3250935.68292397,-2.88497932139703,-3816.17002497476,6757.41343346706,-0.0128836605646129,0.655672166506096,-0.264752733827468,-0.264752733827468,0.655672166506096,0.00042978094527334,0,0
439,5762642.45032182,3257690.85789075,-2.89787637460744,-3824.10302276333,6752.93494881303,-0.0129104429097759,0.655726674907153,-0.264617701250548,-0.264617701250548,0.655726674907153,0.000393965865692234,0,0
440,5758814.38298387,3264441.54971996,-2.91080020131741,-3832.03077856683,6748.44715930651,-0.012937207557507,0.655776419160064,-0.264494400835858,-0.264494400835858,0.655776419160064,0.000358150786111126,0,0
441,5754978.39051563,3271187.74910981,-2.92375078381112,-3839.95328149073,6743.95007105081,-0.0129639544710252,0.655821405887035,-0.264382835260286,-0.264382835260286,0.655821405887035,0.00032233570653002,0,0
442,5751134.47817545,3277929.44676457,-2.9367281043359,-3847.87052064736,6739.44369016205,-0.0129906836135726,0.655861641080455,-0.264283006943631,-0.264283006943631,0.655861641080455,0.000286520626948913,0,0
443,5747282.65123255,3284666.63339464,-2.94973214510238,-3855.78248515619,6734.92802276901,-0.0130173949484154,0.65589713010235,-0.264194918049944,-0.264194918049944,0.65589713010235,0.000250705547367806,0,0
444,5743422.914967,3291399.29971662,-2.96276288828453,-3863.6891641438,6730.40307501312,-0.0130440884388438,0.655927877684296,-0.264118570487747,-0.264118570487747,0.655927877684296,0.000214890467786699,0,0
445,5739555.27466975,3298127.43645322,-2.97582031601962,-3871.59054674393,6725.86885304845,-0.0130707640481726,0.655953887927418,-0.264053965910038,-0.264053965910038,0.655953887927418,0.000179075388205593,0,0
446,5735679.7356426,3304851.03433335,-2.98890441040824,-3879.4866220974,6721.32536304176,-0.0130974217397404,0.655975164302338,-0.264001105714418,-0.264001105714418,0.655975164302338,0.000143260308624485,0,0
