T,x,y,z,vx,vy,vz,omega0,omega1,omega2,omega3,wx,wy,wz
171,6488304.86469475,1317917.35863032,-0.447988306513503,-1546.80809552401,7603.51599476517,-0.005222135102512,0.501970403339173,-0.498021800899895,-0.498021800899895,0.501970403339173,0.000752116688522627,0,0
172,6486753.59464908,1325519.96648982,-0.453225505478471,-1555.73164174451,7601.69798097833,-0.00525226163204285,0.502162110557732,-0.497828499304991,-0.497828499304991,0.502162110557732,0.000787931768103734,0,0
173,6485193.40212141,1333120.75110626,-0.458492827380043,-1564.65305750827,7599.8695091825,-0.00528238096895122,0.502362654679544,-0.497626127914671,-0.497626127914671,0.502362654679544,0.00082374684768484,0,0
174,6483624.28924831,1340719.70202289,-0.463790265004984,-1573.57233059357,7598.03058185944,-0.0053124930719755,0.502572024798566,-0.497414675989632,-0.497414675989632,0.502572024798566,0.000859561927265947,0,0
175,6482046.25817856,1348316.80878546,-0.469117811098813,-1582.48944878165,7596.18120150507,-0.00534259789986419,0.50279020951693,-0.497194132320477,-0.497194132320477,0.50279020951693,0.000895377006847054,0,0
176,6480459.31107315,1355912.06094225,-0.474475458365804,-1591.4043998567,7594.32137062954,-0.0053726954113759,0.503017196944945,-0.496964485227711,-0.496964485227711,0.503017196944945,0.000931192086428161,0,0
177,6478863.4501053,1363505.44804401,-0.479863199468989,-1600.3171716058,7592.45109175713,-0.00540278556527917,0.503252974699869,-0.496725722563005,-0.496725722563005,0.503252974699869,0.000967007166009268,0,0
178,6477258.67746044,1371096.959644,-0.485281027030133,-1609.2277518186,7590.57036742645,-0.00543286832035044,0.503497529900423,-0.496477831714786,-0.496477831714786,0.503497529900423,0.00100282224559037,0,0
179,6475644.99533622,1378686.58529798,-0.490728933629748,-1618.13612828755,7588.67920019026,-0.00546294363537556,0.503750849171306,-0.496220799603603,-0.496220799603603,0.503750849171306,0.00103863732517148,0,0
180,6474022.4059425,1386274.31456431,-0.496206911807165,-1627.04228880818,7586.77759261554,-0.00549301146915083,0.504012918637879,-0.495954612687647,-0.495954612687647,0.504012918637879,0.00107445240475259,0,0
181,6472390.91150133,1393860.13700393,-0.501714954060541,-1635.94622117905,7584.86554728339,-0.00552307178048303,0.504283723925421,-0.495679256963518,-0.495679256963518,0.504283723925421,0.00111026748433369,0,0
182,6470750.51424695,1401444.04218041,-0.50725305284686,-1644.84791320178,7582.94306678908,-0.00555312452818939,0.504563250159126,-0.495394717966233,-0.495394717966233,0.504563250159126,0.0011460825639148,0,0
183,6469101.21642579,1409026.01965992,-0.512821200581931,-1653.74735268105,7581.01015374205,-0.00558316967109758,0.504851481964103,-0.495100980769217,-0.495100980769217,0.504851481964103,0.00118189764349591,0,0
184,6467443.0202965,1416606.05901124,-0.518419389640393,-1662.64452742455,7579.0668107659,-0.0056132071680455,0.505148403463429,-0.494798029986343,-0.494798029986343,0.505148403463429,0.00121771272307702,0,0
185,6465775.92812991,1424184.14980574,-0.524047612355692,-1671.53942524272,7577.11304049847,-0.0056432369778799,0.505453998274488,-0.494485849775688,-0.494485849775688,0.505453998274488,0.00125352780265812,0,0
186,6464099.94220904,1431760.2816174,-0.529705861020108,-1680.43203394901,7575.14884559175,-0.00567325905945757,0.505768249510471,-0.49416442383801,-0.49416442383801,0.505768249510471,0.00128934288223923,0,0
187,6462415.06482911,1439334.44402293,-0.535394127884811,-1689.32234136002,7573.1742287119,-0.00570327337164609,0.506091139775677,-0.493833735421709,-0.493833735421709,0.506091139775677,0.00132515796182034,0,0
188,6460721.29829749,1446906.62660169,-0.541112405159861,-1698.21033529548,7571.1891925392,-0.0057332798733238,0.506422651165338,-0.493493767323004,-0.493493767323004,0.506422651165338,0.00136097304140144,0,0
189,6459018.64493374,1454476.81893576,-0.54686068501421,-1707.0960035783,7569.19373976807,-0.00576327852337981,0.50676276526562,-0.493144501885939,-0.493144501885939,0.50676276526562,0.00139678812098255,0,0
190,6457307.10706961,1462045.01060991,-0.552638959575703,-1715.9793340345,7567.18787310709,-0.00579326928071389,0.507111463152417,-0.492785921003663,-0.492785921003663,0.507111463152417,0.00143260320056366,0,0
191,6455586.687049,1469611.19121162,-0.558447220931064,-1724.86031449305,7565.17159527902,-0.00582325210423542,0.507468725386959,-0.492418006123041,-0.492418006123041,0.507468725386959,0.00146841828014476,0,0
192,6453857.387228,1477175.35033103,-0.564285461125909,-1733.73893278596,7563.14490902078,-0.00585322695286392,0.507834532016944,-0.492040738243464,-0.492040738243464,0.507834532016944,0.00150423335972587,0,0
193,6452119.20997487,1484737.4775611,-0.570153672164804,-1742.61517674849,7561.10781708341,-0.00588319378552995,0.508208862571648,-0.491654097922134,-0.491654097922134,0.508208862571648,0.00154004843930698,0,0
194,6450372.15767001,1492297.56249753,-0.576051846011266,-1751.48903421913,7559.06032223208,-0.00591315256117515,0.508591696061526,-0.49125806527449,-0.49125806527449,0.508591696061526,0.00157586351888808,0,0
195,6448616.23270599,1499855.59473881,-0.581979974587767,-1760.3604930396,7557.00242724608,-0.00594310323875224,0.508983010978212,-0.490852619974206,-0.490852619974206,0.508983010978212,0.00161167859846919,0,0
196,6446851.43748753,1507411.56388624,-0.587938049775735,-1769.22954105488,7554.93413491881,-0.00597304577722483,0.509382785292344,-0.490437741255549,-0.490437741255549,0.509382785292344,0.0016474936780503,0,0
197,6445077.77443153,1514965.45954384,-0.593926063415537,-1778.09616611292,7552.85544805787,-0.00600298013556641,0.509790996450123,-0.490013407917027,-0.490013407917027,0.509790996450123,0.0016833087576314,0,0
198,6443295.245967,1522517.27131848,-0.599944007306508,-1786.96035606491,7550.76636948497,-0.00603290627276125,0.510207621372766,-0.489579598322046,-0.489579598322046,0.510207621372766,0.00171912383721251,0,0
199,6441503.85453515,1530066.98881984,-0.605991873206998,-1795.82209876537,7548.66690203591,-0.00606282414780501,0.510632636452188,-0.489136290403673,-0.489136290403673,0.510632636452188,0.00175493891679362,0,0
200,6439703.60258928,1537614.6016605,-0.612069652834374,-1804.68138207214,7546.55704856061,-0.0060927337197047,0.511066017550929,-0.488683461664714,-0.488683461664714,0.511066017550929,0.00179075399637472,0,0
201,6437894.49259485,1545160.09945589,-0.618177337865013,-1813.5381938464,7544.43681192308,-0.00612263494747869,0.511507740001946,-0.488221089177944,-0.488221089177944,0.511507740001946,0.00182656907595583,0,0
202,6436076.52702947,1552703.47182427,-0.624314919934313,-1822.39252195256,7542.30619500147,-0.00615252779015618,0.511957778603958,-0.48774914959123,-0.48774914959123,0.511957778603958,0.00186238415553694,0,0
203,6434249.70838287,1560244.70838679,-0.630482390636669,-1831.2443542582,7540.16520068804,-0.00618241220677676,0.512416107621255,-0.487267619127669,-0.487267619127669,0.512416107621255,0.00189819923511804,0,0
204,6432414.03915693,1567783.79876749,-0.636679741525537,-1840.09367863425,7538.01383188917,-0.00621228815639151,0.512882700779111,-0.48677647359083,-0.48677647359083,0.512882700779111,0.00193401431469915,0,0
205,6430569.52186563,1575320.73259336,-0.64290696411345,-1848.94048295509,7535.85209152529,-0.00624215559806318,0.513357531262114,-0.486275688366621,-0.486275688366621,0.513357531262114,0.00196982939428026,0,0
206,6428716.15903509,1582855.49949431,-0.649164049872015,-1857.78475509852,7533.67998253095,-0.00627201449086618,0.513840571714174,-0.485765238423291,-0.485765238423291,0.513840571714174,0.00200564447386137,0,0
207,6426853.95320353,1590388.08910319,-0.655450990231922,-1866.62648294571,7531.49750785475,-0.0063018647938864,0.514331794236086,-0.48524509831418,-0.48524509831418,0.514331794236086,0.00204145955344247,0,0
208,6424982.90692133,1597918.4910558,-0.661767776582918,-1875.46565438107,7529.30467045942,-0.00633170646622035,0.514831170381827,-0.484715242181806,-0.484715242181806,0.514831170381827,0.00207727463302358,0,0
209,6423103.02275094,1605446.69499088,-0.668114400273851,-1884.30225729242,7527.1014733218,-0.00636153946697601,0.515338671156951,-0.484175643759794,-0.484175643759794,0.515338671156951,0.00211308971260469,0,0
210,6421214.30326696,1612972.69055018,-0.674490852612704,-1893.13627957106,7524.88791943276,-0.00639136375527327,0.51585426701439,-0.483626276377748,-0.483626276377748,0.51585426701439,0.00214890479218579,0,0
211,6419316.75105605,1620496.46737847,-0.680897124866598,-1901.96770911182,7522.66401179726,-0.00642117929024398,0.516377927854412,-0.483067112961294,-0.483067112961294,0.516377927854412,0.0021847198717669,0,0
212,6417410.36871701,1628018.01512353,-0.687333208261791,-1910.79653381299,7520.42975343429,-0.00645098603103188,0.516909623023444,-0.482498126033452,-0.482498126033452,0.516909623023444,0.00222053495134801,0,0
213,6415495.15886073,1635537.32343613,-0.693799093983672,-1919.62274157624,7518.18514737696,-0.00648078393679178,0.517449321308971,-0.481919287720452,-0.481919287720452,0.517449321308971,0.00225635003092911,0,0
214,6413571.1241102,1643054.38197008,-0.700294773176772,-1928.44632030666,7515.93019667245,-0.00651057296668998,0.517996990938875,-0.48133056975255,-0.48133056975255,0.517996990938875,0.00229216511051022,0,0
215,6411638.2671005,1650569.18038227,-0.706820236944817,-1937.26725791292,7513.66490438199,-0.00654035307990495,0.518552599576186,-0.480731943470306,-0.480731943470306,0.518552599576186,0.00232798019009133,0,0
216,6409696.59047878,1658081.70833265,-0.713375476350729,-1946.08554230726,7511.38927358083,-0.00657012423562737,0.519116114318675,-0.480123379825069,-0.480123379825069,0.519116114318675,0.00236379526967243,0,0
217,6407746.09690432,1665591.95548428,-0.719960482416632,-1954.90116140551,7509.10330735829,-0.00659988639306012,0.519687501698125,-0.47950484937984,-0.47950484937984,0.519687501698125,0.00239961034925354,0,0
218,6405786.78904843,1673099.91150328,-0.726575246123841,-1963.71410312698,7506.80700881773,-0.00662963951141761,0.520266727674998,-0.478876322315547,-0.478876322315547,0.520266727674998,0.00243542542883465,0,0
219,6403818.66959454,1680605.56605887,-0.733219758412869,-1972.52435539444,7504.5003810766,-0.00665938354992586,0.520853757637598,-0.478237768432032,-0.478237768432032,0.520853757637598,0.00247124050841575,0,0
220,6401841.74123815,1688108.90882341,-0.739894010183483,-1981.33190613432,7502.18342726636,-0.0066891184678233,0.521448556396586,-0.477589157154841,-0.477589157154841,0.521448556396586,0.00250705558799686,0,0
221,6399856.00668681,1695609.92947241,-0.746597992294708,-1990.13674327672,7499.85615053249,-0.00671884422436087,0.522051088184226,-0.476930457536135,-0.476930457536135,0.522051088184226,0.00254287066757797,0,0
222,6397861.46866015,1703108.61768454,-0.75333169556483,-1998.9388547554,7497.51855403449,-0.00674856077880197,0.522661316653725,-0.476261638255504,-0.476261638255504,0.522661316653725,0.00257868574715907,0,0
223,6395858.12988987,1710604.96314163,-0.760095110771387,-2007.73822850768,7495.17064094592,-0.00677826809042184,0.523279204873822,-0.47558266762651,-0.47558266762651,0.523279204873822,0.00261450082674018,0,0
224,6393845.99311973,1718098.95552865,-0.766888228651179,-2016.53485247442,7492.81241445437,-0.0068079661185076,0.523904715327632,-0.474893513598082,-0.474893513598082,0.523904715327632,0.00265031590632129,0,0
225,6391825.06110554,1725590.5845338,-0.773711039900318,-2025.32871460025,7490.44387776144,-0.00683765482235907,0.524537809907084,-0.47419414376163,-0.47419414376163,0.524537809907084,0.0026861309859024,0,0
226,6389795.33661516,1733079.83984849,-0.780563535174237,-2034.11980283351,7488.06503408273,-0.00686733416128882,0.525178449912099,-0.47348452535208,-0.47348452535208,0.525178449912099,0.0027219460654835,0,0
227,6387756.82242852,1740566.71116737,-0.78744570508769,-2042.9081051263,7485.67588664784,-0.00689700409462212,0.525826596049708,-0.472764625248987,-0.472764625248987,0.525826596049708,0.00275776114506461,0,0
228,6385709.52133757,1748051.1881883,-0.794357540214744,-2051.69360943433,7483.2764387004,-0.00692666458169636,0.526482208428512,-0.472034409983401,-0.472034409983401,0.526482208428512,0.00279357622464572,0,0
229,6383653.43614632,1755533.26061236,-0.801299031088794,-2060.47630371699,7480.86669349806,-0.00695631558186112,0.527145246557226,-0.471293845739755,-0.471293845739755,0.527145246557226,0.00282939130422682,0,0
230,6381588.56967082,1763012.91814396,-0.808270168202609,-2069.25617593748,7478.44665431245,-0.00698595705447898,0.527815669339131,-0.470542898363175,-0.470542898363175,0.527815669339131,0.00286520638380793,0,0
231,6379514.92473915,1770490.15049074,-0.815270942008343,-2078.0332140628,7476.01632442918,-0.00701558895892554,0.528493435071481,-0.469781533360256,-0.469781533360256,0.528493435071481,0.00290102146338904,0,0
232,6377432.50419141,1777964.94736368,-0.82230134291753,-2086.80740606379,7473.57570714784,-0.00704521125458932,0.529178501443986,-0.469009715901034,-0.469009715901034,0.529178501443986,0.00293683654297014,0,0
233,6375341.31087974,1785437.29847702,-0.829361361301078,-2095.57873991496,7471.12480578205,-0.00707482390087111,0.529870825533363,-0.468227410825917,-0.468227410825917,0.529870825533363,0.00297265162255125,0,0
234,6373241.3476683,1792907.19354833,-0.836450987489292,-2104.34720359461,7468.66362365939,-0.00710442685718437,0.530570363801281,-0.467434582648517,-0.467434582648517,0.530570363801281,0.00300846670213236,0,0
235,6371132.61743328,1800374.62229852,-0.843570211771921,-2113.11278508492,7466.19216412143,-0.00713402008295583,0.531277072089263,-0.466631195562599,-0.466631195562599,0.531277072089263,0.00304428178171346,0,0
236,6369015.12306287,1807839.57445187,-0.850719024398154,-2121.87547237198,7463.71043052369,-0.00716360353762547,0.531990905618436,-0.46581721344241,-0.46581721344241,0.531990905618436,0.00308009686129457,0,0
237,6366888.86745727,1815302.03973601,-0.857897415576625,-2130.63525344574,7461.21842623564,-0.00719317718064638,0.532711818986651,-0.464992599846553,-0.464992599846553,0.532711818986651,0.00311591194087568,0,0
238,6364753.85352871,1822762.00788193,-0.865105375475403,-2139.39211629993,7458.71615464076,-0.0072227409714841,0.533439766164008,-0.46415731802378,-0.46415731802378,0.533439766164008,0.00315172702045678,0,0
239,6362610.08420141,1830219.46862399,-0.872342894222029,-2148.14604893214,7456.2036191365,-0.00725229486961736,0.534174700489357,-0.463311330918073,-0.463311330918073,0.534174700489357,0.00318754210003789,0,0
240,6360457.56241159,1837674.41170002,-0.879609961903552,-2156.89703934397,7453.68082313422,-0.0072818388345384,0.534916574666521,-0.462454601173951,-0.462454601173951,0.534916574666521,0.003223357179619,0,0
241,6358296.29110747,1845126.82685123,-0.886906568566525,-2165.64507554098,7451.14777005924,-0.00731137282575296,0.535665340764112,-0.461587091136725,-0.461587091136725,0.535665340764112,0.0032591722592001,0,0
242,6356126.27324924,1852576.70382227,-0.894232704217004,-2174.39014553263,7448.60446335083,-0.00734089680277995,0.536420950210678,-0.460708762859191,-0.460708762859191,0.536420950210678,0.00329498733878121,0,0
243,6353947.51180913,1860024.03236122,-0.901588358820548,-2183.13223733224,7446.05090646223,-0.0073704107251511,0.537183353792051,-0.459819578105173,-0.459819578105173,0.537183353792051,0.00333080241836232,0,0
244,6351760.0097713,1867468.80221962,-0.908973522302267,-2191.87133895716,7443.4871028606,-0.00739991455241176,0.537952501645869,-0.458919498357688,-0.458919498357688,0.537952501645869,0.00336661749794342,0,0
245,6349563.77013193,1874911.00315251,-0.916388184546839,-2200.60743842876,7440.91305602703,-0.00742940824412105,0.538728343259869,-0.458008484821434,-0.458008484821434,0.538728343259869,0.00340243257752453,0,0
246,6347358.79589916,1882350.62491842,-0.923832335398511,-2209.34052377249,7438.32876945651,-0.00745889175985183,0.539510827470758,-0.457086498424419,-0.457086498424419,0.539510827470758,0.00343824765710564,0,0
247,6345145.09009308,1889787.65727936,-0.931305964661092,-2218.07058301769,7435.734246658,-0.00748836505919007,0.54029990245848,-0.456153499826041,-0.456153499826041,0.54029990245848,0.00347406273668675,0,0
248,6342922.65574581,1897222.09000084,-0.938809062097969,-2226.79760419773,7433.12949115437,-0.00751782810173513,0.541095515743716,-0.455209449420872,-0.455209449420872,0.541095515743716,0.00350987781626785,0,0
249,6340691.49590137,1904653.91285194,-0.946341617432159,-2235.52157535007,7430.51450648242,-0.00754728084710038,0.54189761418261,-0.454254307346769,-0.454254307346769,0.54189761418261,0.00354569289584896,0,0
250,6338451.61361577,1912083.11560526,-0.953903620346305,-2244.24248451631,7427.88929619281,-0.00757672325491319,0.542706143966375,-0.453288033485466,-0.453288033485466,0.542706143966375,0.00358150797543007,0,0
251,6336203.01195698,1919509.68803698,-0.961495060482686,-2252.96031974211,7425.25386385013,-0.00760615528481473,0.5435210506176,-0.452310587468082,-0.452310587468082,0.5435210506176,0.00361732305501117,0,0
252,6333945.69400491,1926933.61992681,-0.969115927443197,-2261.67506907714,7422.6082130329,-0.00763557689645942,0.544342278986299,-0.451321928680778,-0.451321928680778,0.544342278986299,0.00365313813459228,0,0
253,6331679.66285144,1934354.90105808,-0.976766210789408,-2270.38672057521,7419.95234733352,-0.00766498804951574,0.545169773245189,-0.450322016272476,-0.450322016272476,0.545169773245189,0.00368895321417339,0,0
254,6329404.92160036,1941773.52121771,-0.984445900042579,-2279.09526229431,7417.28627035827,-0.0076943887036664,0.546003476886955,-0.449310809159193,-0.449310809159193,0.546003476886955,0.00372476829375449,0,0
255,6327121.47336743,1949189.47019624,-0.992154984683666,-2287.80068229663,7414.60998572733,-0.00772377881860835,0.546843332723389,-0.448288266025393,-0.448288266025393,0.546843332723389,0.0037605833733356,0,0
256,6324829.32128032,1956602.73778783,-0.999893454153309,-2296.50296864846,7411.92349707473,-0.00775315835405221,0.547689282879696,-0.447254345332654,-0.447254345332654,0.547689282879696,0.00379639845291671,0,0
257,6322528.46847865,1964013.31379027,-1.00766129785185,-2305.20210942019,7409.22680804846,-0.00778252726972244,0.54854126879171,-0.446209005324176,-0.446209005324176,0.54854126879171,0.00383221353249781,0,0
258,6320218.91811398,1971421.18800502,-1.0154585051394,-2313.8980926865,7406.51992231031,-0.007811885525358,0.5493992312006,-0.445152204033713,-0.445152204033713,0.5493992312006,0.00386802861207892,0,0
259,6317900.67334976,1978826.3502372,-1.0232850653358,-2322.59090652631,7403.80284353596,-0.0078412330807123,0.550263110152332,-0.444083899286448,-0.444083899286448,0.550263110152332,0.00390384369166003,0,0
260,6315573.73736137,1986228.79029565,-1.03114096772066,-2331.28053902277,7401.07557541494,-0.00787056989555301,0.551132844993741,-0.443004048705338,-0.443004048705338,0.551132844993741,0.00393965877124113,0,0
261,6313238.11333613,1993628.49799283,-1.03902620153334,-2339.96697826316,7398.33812165067,-0.0078998959296616,0.552008374368658,-0.44191260971712,-0.44191260971712,0.552008374368658,0.00397547385082224,0,0
262,6310893.80447324,2001025.46314497,-1.046940755973,-2348.65021233909,7395.59048596044,-0.00792921114283411,0.552889636212901,-0.440809539561311,-0.440809539561311,0.552889636212901,0.00401128893040335,0,0
263,6308540.81398381,2008419.67557201,-1.05488462019862,-2357.33022934645,7392.83267207533,-0.00795851549488127,0.55377656775201,-0.439694795294131,-0.439694795294131,0.55377656775201,0.00404710400998446,0,0
264,6306179.14509087,2015811.12509763,-1.06285778332899,-2366.00701738551,7390.06468374028,-0.0079878089456285,0.554669105499794,-0.438568333790984,-0.438568333790984,0.554669105499794,0.00408291908956556,0,0
265,6303808.80102932,2023199.80154927,-1.07086023444273,-2374.6805645607,7387.28652471411,-0.00801709145491528,0.555567185252679,-0.437430111755731,-0.437430111755731,0.555567185252679,0.00411873416914667,0,0
266,6301429.78504599,2030585.69475809,-1.07889196257829,-2383.35085898081,7384.49819876947,-0.00804636298259563,0.556470742086465,-0.436280085726688,-0.436280085726688,0.556470742086465,0.00415454924872778,0,0
267,6299042.10039958,2037968.79455909,-1.086952956734,-2392.017888759,7381.6997096928,-0.00807562348853846,0.557379710351845,-0.435118212084928,-0.435118212084928,0.557379710351845,0.00419036432830888,0,0
268,6296645.75036065,2045349.09079103,-1.09504320586808,-2400.68164201282,7378.8910612844,-0.00810487293262767,0.558294023673847,-0.433944447055271,-0.433944447055271,0.558294023673847,0.00422617940788999,0,0
269,6294240.73821168,2052726.57329649,-1.10316269889861,-2409.34210686418,7376.07225735836,-0.00813411127476168,0.559213614946771,-0.432758746715099,-0.432758746715099,0.559213614946771,0.0042619944874711,0,0
270,6291827.06724701,2060101.23192186,-1.1113114247036,-2417.99927143929,7373.24330174263,-0.00816333847485336,0.560138416330926,-0.43156106700016,-0.43156106700016,0.560138416330926,0.0042978095670522,0,0
271,6289404.74077286,2067473.05651735,-1.11948937212094,-2426.65312386881,7370.40419827896,-0.00819255449283072,0.561068359247392,-0.430351363714927,-0.430351363714927,0.561068359247392,0.00433362464663331,0,0
272,6286973.76210728,2074842.03693707,-1.12769652994852,-2435.30365228789,7367.55495082287,-0.00822175928863694,0.562003374377076,-0.429129592534408,-0.429129592534408,0.562003374377076,0.00436943972621442,0,0
273,6284534.13458024,2082208.16303896,-1.13593288694415,-2443.95084483608,7364.69556324369,-0.00825095282223016,0.56294339165714,-0.427895709010747,-0.427895709010747,0.56294339165714,0.00440525480579552,0,0
274,6282085.86153352,2089571.42468482,-1.14419843182558,-2452.59468965732,7361.8260394246,-0.00828013505358308,0.56388834027684,-0.426649668580621,-0.426649668580621,0.56388834027684,0.00444106988537663,0,0
275,6279628.94632078,2096931.81174036,-1.15249315327056,-2461.23517490003,7358.94638326254,-0.00830930594268363,0.56483814867276,-0.42539142657532,-0.42539142657532,0.56483814867276,0.00447688496495774,0,0
276,6277163.39230753,2104289.31407519,-1.16081703991685,-2469.87228871718,7356.0565986682,-0.00833846544953515,0.565792744526685,-0.424120938225067,-0.424120938225067,0.565792744526685,0.00451270004453884,0,0
277,6274689.2028711,2111643.92156286,-1.16917008036222,-2478.50601926624,7353.15668956608,-0.00836761353415629,0.566752054763631,-0.422838158662881,-0.422838158662881,0.566752054763631,0.00454851512411995,0,0
278,6272206.3814007,2118995.62408081,-1.17755226316444,-2487.13635470914,7350.24665989448,-0.00839675015658047,0.567716005546577,-0.421543042934451,-0.421543042934451,0.567716005546577,0.00458433020370106,0,0
279,6269714.93129733,2126344.41151045,-1.18596357684134,-2495.7632832123,7347.32651360544,-0.00842587527685643,0.568684522272792,-0.420235546006339,-0.420235546006339,0.568684522272792,0.00462014528328216,0,0
280,6267214.85597386,2133690.27373713,-1.19440400987079,-2504.38679294678,7344.39625466479,-0.00845498885504854,0.569657529570414,-0.41891562277343,-0.41891562277343,0.569657529570414,0.00465596036286327,0,0
281,6264706.15885497,2141033.20065022,-1.20287355069076,-2513.00687208821,7341.45588705208,-0.00848409085123674,0.570634951297346,-0.417583228061227,-0.417583228061227,0.570634951297346,0.00469177544244438,0,0
282,6262188.84337715,2148373.18214302,-1.2113721876993,-2521.62350881674,7338.50541476065,-0.00851318122551606,0.571616710535908,-0.416238316636466,-0.416238316636466,0.571616710535908,0.00472759052202548,0,0
283,6259662.91298874,2155710.20811285,-1.21989990925453,-2530.23669131708,7335.5448417976,-0.00854225993799694,0.572602729589507,-0.414880843214723,-0.414880843214723,0.572602729589507,0.00476340560160659,0,0
284,6257128.37114987,2163044.26846105,-1.22845670367473,-2538.84640777863,7332.57417218376,-0.00857132694880561,0.57359292997856,-0.41351076246997,-0.41351076246997,0.57359292997856,0.0047992206811877,0,0
285,6254585.22133247,2170375.35309301,-1.23704255923829,-2547.45264639541,7329.59340995367,-0.00860038221808417,0.574587232439684,-0.41212802903638,-0.41212802903638,0.574587232439684,0.0048350357607688,0,0
286,6252033.46702029,2177703.45191811,-1.24565746418378,-2556.05539536607,7326.60255915565,-0.00862942570599009,0.575585556920719,-0.410732597518813,-0.410732597518813,0.575585556920719,0.00487085084034991,0,0
287,6249473.11170888,2185028.55484982,-1.25430140670988,-2564.65464289385,7323.60162385175,-0.00865845737269635,0.576587822577394,-0.409324422500547,-0.409324422500547,0.576587822577394,0.00490666591993102,0,0
288,6246904.15890558,2192350.65180567,-1.26297437497549,-2573.25037718674,7320.59060811772,-0.00868747717839197,0.577593947769034,-0.407903458554157,-0.407903458554157,0.577593947769034,0.00494248099951212,0,0
289,6244326.61212952,2199669.73270727,-1.27167635709972,-2581.84258645742,7317.56951604303,-0.00871648508328201,0.57860385005775,-0.406469660243439,-0.406469660243439,0.57860385005775,0.00497829607909323,0,0
290,6241740.4749116,2206985.78748035,-1.28040734116187,-2590.43125892327,7314.53835173087,-0.00874548104758722,0.579617446203929,-0.405022982133534,-0.405022982133534,0.579617446203929,0.00501411115867434,0,0
291,6239145.75079453,2214298.8060547,-1.28916731520145,-2599.01638280634,7311.49711929816,-0.00877446503154401,0.580634652162815,-0.403563378799091,-0.403563378799091,0.580634652162815,0.00504992623825545,0,0
292,6236542.44333278,2221608.77836427,-1.29795626721825,-2607.59794633343,7308.44582287551,-0.00880343699540502,0.581655383080238,-0.402090804835954,-0.402090804835954,0.581655383080238,0.00508574131783655,0,0
293,6233930.55609257,2228915.69434716,-1.30677418517231,-2616.17593773616,7305.38446660721,-0.00883239689943916,0.58267955329173,-0.400605214863454,-0.400605214863454,0.58267955329173,0.00512155639741766,0,0
294,6231310.09265193,2236219.5439456,-1.31562105698396,-2624.75034525089,7302.31305465125,-0.00886134470393127,0.583707076318398,-0.399106563534286,-0.399106563534286,0.583707076318398,0.00515737147699877,0,0
295,6228681.05660062,2243520.31710596,-1.32449687053377,-2633.32115711869,7299.23159117933,-0.00889028036918206,0.584737864863446,-0.397594805543184,-0.397594805543184,0.584737864863446,0.00519318655657987,0,0
296,6226043.45154016,2250818.00377884,-1.33340161366267,-2641.88836158549,7296.14008037682,-0.00891920385550864,0.585771830808079,-0.396069895639122,-0.396069895639122,0.585771830808079,0.00522900163616098,0,0
297,6223397.28108384,2258112.593919,-1.34233527417191,-2650.45194690207,7293.03852644276,-0.00894811512324462,0.586808885210604,-0.394531788627778,-0.394531788627778,0.586808885210604,0.00526481671574209,0,0
298,6220742.54885666,2265404.07748542,-1.35129783982308,-2659.01190132399,7289.92693358987,-0.00897701413273969,0.587848938302394,-0.392980439381791,-0.392980439381791,0.587848938302394,0.00530063179532319,0,0
299,6218079.2584954,2272692.44444128,-1.3602892983381,-2667.56821311167,7286.80530604452,-0.00900590084435988,0.588891899484192,-0.391415802851445,-0.391415802851445,0.588891899484192,0.0053364468749043,0,0
300,6215407.41364856,2279977.68475402,-1.3693096373993,-2676.12087053038,7283.67364804676,-0.0090347752184877,0.589937677323764,-0.389837834071796,-0.389837834071796,0.589937677323764,0.00537226192991553,0,0
301,6212727.01797637,2287259.78839531,-1.37835884464938,-2684.66986185029,7280.5319638503,-0.0090636372155221,0.590979226913406,-0.388257071225727,-0.388257071225727,0.590979226913406,0.00533644684788497,0,0
302,6210038.0751508,2294538.74534108,-1.38743690769145,-2693.21517534647,7277.38025772246,-0.00909248679587863,0.59200961632657,-0.386684127133056,-0.386684127133056,0.59200961632657,0.00530063176830387,0,0
303,6207340.58885553,2301814.54557154,-1.39654381408906,-2701.75679929887,7274.21853394426,-0.00912132391998935,0.59302892277921,-0.385119068272486,-0.385119068272486,0.59302892277921,0.00526481668872276,0,0
304,6204634.56278595,2309087.17907118,-1.40567955136617,-2710.29472199236,7271.04679681032,-0.0091501485483028,0.594037223238493,-0.383561960323415,-0.383561960323415,0.594037223238493,0.00522900160914166,0,0
305,6201920.0006492,2316356.63582881,-1.41484410700722,-2718.82893171678,7267.86505062891,-0.00917896064128443,0.595034594414572,-0.382012868173111,-0.382012868173111,0.595034594414572,0.00519318652956055,0,0
306,6199196.90616408,2323622.90583753,-1.42403746845712,-2727.35941676696,7264.67329972191,-0.00920776015941653,0.596021112757773,-0.380471855919355,-0.380471855919355,0.596021112757773,0.00515737144997944,0,0
307,6196465.28306112,2330885.97909479,-1.43325962312127,-2735.88616544263,7261.47154842484,-0.00923654706319789,0.596996854449854,-0.37893898687887,-0.37893898687887,0.596996854449854,0.00512155637039833,0,0
308,6193725.13508255,2338145.84560237,-1.44251055836557,-2744.40916604852,7258.25980108684,-0.00926532131314411,0.597961895396134,-0.377414323594532,-0.377414323594532,0.597961895396134,0.00508574129081723,0,0
